Nombre_Arriendo,Precio ($),Gastos_Comunes ($),Comuna,Direccion,Metros (m²),Habitaciones,Baños
"Estación Central, Avenida María Rozas Velásquez",300000,40000,Estación Central,Avenida María Rozas Velásquez,32,1,1
"Quinta Normal, Villasana",350000,45000,Quinta Normal,Villasana,45,2,1
"Ñuñoa, Metro Rodrigo de Araya",405000,65000,Ñuñoa,Metro Rodrigo de Araya,37,1,1
"Estación Central, Depto 3D+2B+ B y Est– incluye Gasto comun (109638)",500000,70000,Estación Central,Depto 3D+2B+ B y Est– incluye Gasto comun (109638),60,3,2
"Independencia, Colon 1450",440000,40000,Independencia,Colon 1450,120,2,1
"Santiago, Libertad 1161",420000,65000,Santiago,Libertad 1161,47,2,1
"San Miguel, Avenida Santa Rosa",325000,60000,San Miguel,Avenida Santa Rosa,52,3,1
"Santiago, Los Flamencos",500000,50000,Santiago,Los Flamencos,64,3,2
"Santiago, Avenida Beauchef",520000,50000,Santiago,Avenida Beauchef,47,2,1
"Cerrillos, Martín de Solier",170000,70000,Cerrillos,Martín de Solier,32,1,1
"Macul, Los espinos 3356",600000,85000,Macul,Los espinos 3356,63,2,2
"San Miguel, Avenida Santa Rosa",390000,66000,San Miguel,Avenida Santa Rosa,52,3,1
"Ñuñoa, Vicuña Mackenna Ñuble",430000,100000,Ñuñoa,Vicuña Mackenna Ñuble,47,2,2
"Santiago, Marin san isidro",295000,65000,Santiago,Marin san isidro,30,1,1
"Recoleta, Caliche",550000,200000,Recoleta,Caliche,81,3,2
"Conchalí, Garantia 3 cuotas 1 dorm con estac amoblado (44707)",340000,50000,Conchalí,Garantia 3 cuotas 1 dorm con estac amoblado (44707),30,1,1
"Las Condes, Av. Kennedy, Manquehue / Colegio Alemán",1250,300000,Las Condes,"Av. Kennedy, Manquehue / Colegio Alemán",108,2,2
"La Cisterna, sin pago de garantia 1 dorm metro lo ovalle (39974)",230000,30000,La Cisterna,sin pago de garantia 1 dorm metro lo ovalle (39974),29,1,1
"La Cisterna, Fuenzalida Urrejola 490",385000,75000,La Cisterna,Fuenzalida Urrejola 490,45,2,1
"Conchalí, 2dorm a pasos metro Vivaceta estacionamiento (27085)",380000,70000,Conchalí,2dorm a pasos metro Vivaceta estacionamiento (27085),46,2,1
"Santiago, Se arrienda en san francisco 294",250000,45000,Santiago,Se arrienda en san francisco 294,25,1,1
"La Cisterna, Arriendo metro lo ovalle.1 dorm (71258)",290000,35000,La Cisterna,Arriendo metro lo ovalle.1 dorm (71258),32,1,1
"La Cisterna, Briones luco con gran avenida",320000,80000,La Cisterna,Briones luco con gran avenida,42,1,1
"Santiago, Manuel rodriguez metro toesca",480000,100000,Santiago,Manuel rodriguez metro toesca,44,2,1
"Estación Central, Alameda",430000,100000,Estación Central,Alameda,45,2,1
"Santiago, Entre calles porvenir y coquimbo",520000,85000,Santiago,Entre calles porvenir y coquimbo,69,3,2
"Vitacura, navidad",3050,480000,Vitacura,navidad,420,5,3
"Quinta Normal, Yungay",390000,50000,Quinta Normal,Yungay,49,3,1
"Estación Central, Metro padre hurtado",380000,107000,Estación Central,Metro padre hurtado,44,2,2
"Recoleta, Santa maria",780000,125000,Recoleta,Santa maria,90,3,2
"Independencia, Olivos",250000,45000,Independencia,Olivos,35,1,1
"La Cisterna, Patricio lynch , calle vicuña mackenna",450000,49000,La Cisterna,"Patricio lynch , calle vicuña mackenna",502,3,1
"Estación Central, Av mapocho",380000,85000,Estación Central,Av mapocho,48,2,1
"Las Condes, la Rabida//Isabel La Catolica//Manquhue Sur",1200,220000,Las Condes,la Rabida//Isabel La Catolica//Manquhue Sur,90,2,2
"Lo Barnechea, El Tranque//El Rebalse//El Peral",2500,250000,Lo Barnechea,El Tranque//El Rebalse//El Peral,257,2,3
"Las Condes, Acogedor dpto. Amoblado en las condes a pasos del metro",950344,140000,Las Condes,Acogedor dpto. Amoblado en las condes a pasos del metro,50,1,1
"Las Condes, Warren Smith",1940286,260000,Las Condes,Warren Smith,140,4,3
"Macul, Av Macul con Quilin",395977,108000,Macul,Av Macul con Quilin,39,1,1
"Macul, Av Macul con Quilin",514770,125000,Macul,Av Macul con Quilin,55,2,2
"Ñuñoa, Metro irarazaval",554367,110000,Ñuñoa,Metro irarazaval,39,1,1
"Ñuñoa, Metro irarazaval",696919,145000,Ñuñoa,Metro irarazaval,61,2,2
"Ñuñoa, Metro irarazaval",740476,145000,Ñuñoa,Metro irarazaval,61,2,2
"Providencia, Ines de Suarez",752356,118000,Providencia,Ines de Suarez,42,1,1
"Vitacura, parque arauco",1306723,300000,Vitacura,parque arauco,94,3,3
"Las Condes, Carlos Lira Infante 1130",1148332,200000,Las Condes,Carlos Lira Infante 1130,80,2,2
"Las Condes, Excelente Departamento amoblado, 2D+2B! (126897)",1366120,180000,Las Condes,"Excelente Departamento amoblado, 2D+2B! (126897)",90,2,2
"Vitacura, Agustín del Castillo",1900688,400000,Vitacura,Agustín del Castillo,147,4,4
"Vitacura, El Ciruelillo",1702700,210000,Vitacura,El Ciruelillo,96,2,2
"Las Condes, Warren Smith",1940286,300000,Las Condes,Warren Smith,140,4,3
"Huechuraba, Bosques de la pirámide",712758,170000,Huechuraba,Bosques de la pirámide,78,2,2
"Ñuñoa, Estrella Solitaria / Ortúzar",831551,120000,Ñuñoa,Estrella Solitaria / Ortúzar,63,2,2
"Las Condes, Entre Metro Acantara y Escuela militar",712758,140000,Las Condes,Entre Metro Acantara y Escuela militar,40,1,1
"Las Condes, Alto las condes",1900688,300000,Las Condes,Alto las condes,140,4,3
"Las Condes, Alsacia, Av Presidente Riesco, Metro Alcántara",1583907,200000,Las Condes,"Alsacia, Av Presidente Riesco, Metro Alcántara",89,2,2
"Ñuñoa, Irarrazaval",395977,85000,Ñuñoa,Irarrazaval,30,1,1
"Vitacura, Nueva Costanera/Vitacura",831551,150000,Vitacura,Nueva Costanera/Vitacura,61,1,1
"La Reina, Lynch Norte con Av Larraín",514770,85000,La Reina,Lynch Norte con Av Larraín,48,2,1
"Recoleta, Metro cementerios",332620,93000,Recoleta,Metro cementerios,33,1,1
"Recoleta, Metro cementerios",332620,93000,Recoleta,Metro cementerios,33,1,1
"Lo Barnechea, Estupendo Departamento, El Tranque / Robles (99796)",1781895,350000,Lo Barnechea,"Estupendo Departamento, El Tranque / Robles (99796)",127,3,3
"Vitacura, Dpto amoblado, 1D, Vitacura (126701)",831551,100000,Vitacura,"Dpto amoblado, 1D, Vitacura (126701)",40,1,1
"Las Condes, Moderno Dpto , 2D, Las Condes (126572)",1069137,220000,Las Condes,"Moderno Dpto , 2D, Las Condes (126572)",72,2,2
"Santiago, av Providencia 1765",791953,90000,Santiago,av Providencia 1765,93,3,2
"Santiago, av Providencia 1765",791953,90000,Santiago,av Providencia 1765,93,3,2
"Santiago, san francisco 256",1267125,70000,Santiago,san francisco 256,30,1,1
"Providencia, Ubicación estratégica (126717)",633563,80000,Providencia,Ubicación estratégica (126717),60,2,1
"Pudahuel, Depto. 2D1B+Estac. en Condominio La Estrella (126615)",950344,40000,Pudahuel,Depto. 2D1B+Estac. en Condominio La Estrella (126615),47,2,1
"Las Condes, Seminuevo, Moderno Edificio (126573)",673160,145000,Las Condes,"Seminuevo, Moderno Edificio (126573)",40,1,1
"Las Condes, Alto las condes",871149,250000,Las Condes,Alto las condes,80,2,2
"Las Condes, Puerto caldera 6769",118793,100000,Las Condes,Puerto caldera 6769,165,3,3
"Vitacura, Nueva Costanera / Cocina remodelada",1861090,530000,Vitacura,Nueva Costanera / Cocina remodelada,170,3,2
"Providencia, Departamento, Antonio Varas, Francisco Bilbao (126600)",919458,170000,Providencia,"Departamento, Antonio Varas, Francisco Bilbao (126600)",83,3,2
"Vitacura, Espectacular Depto 3D2B + Servicio - Vitacura (126727)",1663102,500000,Vitacura,Espectacular Depto 3D2B + Servicio - Vitacura (126727),175,3,2
"Las Condes, La Condes/ Apoquindo",791953,20000,Las Condes,La Condes/ Apoquindo,60,2,2
"Quinta Normal, Oportunidad Inmejorable ubicación  (126643)",395977,100000,Quinta Normal,Oportunidad Inmejorable ubicación  (126643),62,2,2
"Santiago, Metro unión latinoamericana",398749,108000,Santiago,Metro unión latinoamericana,51,2,2
"Ñuñoa, Irarrázaval/ Los Talaveras",554367,140000,Ñuñoa,Irarrázaval/ Los Talaveras,40,1,1
"Las Condes, Departamento 2D, Las Condes (126129)",1187930,100000,Las Condes,"Departamento 2D, Las Condes (126129)",54,2,2
"Santiago, av Providencia 1765",791953,90000,Santiago,av Providencia 1765,93,3,2
"Santiago, av Providencia 1765",791953,90000,Santiago,av Providencia 1765,93,3,2
"Santiago, san francisco 256",1267125,70000,Santiago,san francisco 256,30,1,1
"Las Condes, Amoblado (126286)",752356,100000,Las Condes,Amoblado (126286),46,1,2
"La Reina, Depto Metro y Mall Plaza Egaña (126292)",712758,120000,La Reina,Depto Metro y Mall Plaza Egaña (126292),68,2,2
"Vitacura, Americo Vespucio/Las Fresas",3563790,300000,Vitacura,Americo Vespucio/Las Fresas,165,2,3
"Lo Barnechea, Estupendo departamento,  La Dehesa (126455)",1979884,380000,Lo Barnechea,"Estupendo departamento,  La Dehesa (126455)",140,3,3
"Ñuñoa, Avenida José Pedro Alessandri 900",653362,120000,Ñuñoa,Avenida José Pedro Alessandri 900,57,2,1
"Santiago, los Barbechos 100",673160,140000,Santiago,los Barbechos 100,42,1,1
"Santiago, Vive en Prvidencia: Padre Restrepo! (126364)",791953,250000,Santiago,Vive en Prvidencia: Padre Restrepo! (126364),69,2,2
"Santiago, Marín",494971,100000,Santiago,Marín,57,2,2
"Las Condes, Entre Metro Alcantara y Metro Escuela Militar, Barrio El Golf",712758,120000,Las Condes,"Entre Metro Alcantara y Metro Escuela Militar, Barrio El Golf",40,1,1
"Santiago, Bandera",500119,120000,Santiago,Bandera,60,2,2
"Vitacura, A pasos de clinica tabancura",1187930,245000,Vitacura,A pasos de clinica tabancura,94,2,2
"Las Condes, Las Malvas/La Capitania",1227528,250000,Las Condes,Las Malvas/La Capitania,85,3,3
"Santiago, Tucapel Jiménez",356379,80000,Santiago,Tucapel Jiménez,36,1,1
"Las Condes, Los ilanes",741664,150000,Las Condes,Los ilanes,49,1,1
"Santiago, Portugal / Santa Isabel / Metro Santa Isabel / Parque Bustamante",281143,63000,Santiago,Portugal / Santa Isabel / Metro Santa Isabel / Parque Bustamante,35,1,1
"Vitacura, Av club de campo 125",831551,100000,Vitacura,Av club de campo 125,52,1,1
"Santiago, Abate Molina / Barrio Universitario",277184,50000,Santiago,Abate Molina / Barrio Universitario,33,1,1
"Ñuñoa, José Domingo Cañas 2662",811752,129997,Ñuñoa,José Domingo Cañas 2662,78,2,2
"Vitacura, Ubicacion estrategica, depto 1 dormitorio  (125716)",871149,150000,Vitacura,"Ubicacion estrategica, depto 1 dormitorio  (125716)",40,1,1
"Las Condes, Mar del Sur, Colegio La Girouette",1353844,290000,Las Condes,"Mar del Sur, Colegio La Girouette",140,4,3
"Las Condes, Rotonda Atenas",712758,180000,Las Condes,Rotonda Atenas,40,1,1
"Macul, Arriendo depto nuevo sn comision de corretaje (125605)",4857842,120000,Macul,Arriendo depto nuevo sn comision de corretaje (125605),52,2,2
"Vitacura, Paul Claudel / Kennedy",1484913,300000,Vitacura,Paul Claudel / Kennedy,159,4,3
"Santiago, Abate Molina / Barrio Universitario",277184,50000,Santiago,Abate Molina / Barrio Universitario,33,1,1
"Las Condes, 2d+2b, 80 M2 Útiles + Estacionamiento Y Bodeg (125493)",1148332,200000,Las Condes,"2d+2b, 80 M2 Útiles + Estacionamiento Y Bodeg (125493)",75,2,2
"Providencia, Suecia 440",1603706,120000,Providencia,Suecia 440,109,2,2
"Lo Barnechea, Edificio Cumbres de La Dehesa",1979884,450000,Lo Barnechea,Edificio Cumbres de La Dehesa,165,3,4
"Las Condes, Mar del Sur 1150",1342361,189000,Las Condes,Mar del Sur 1150,124,3,3
"Las Condes, Estiloso, colegios lincoln, hebreo, lider puente nuevo",1148332,200000,Las Condes,"Estiloso, colegios lincoln, hebreo, lider puente nuevo",79,2,2
"Las Condes, Moderno dúplex. Cantagallo. Mall sport. Lincoln. Hebreo",1148332,200000,Las Condes,Moderno dúplex. Cantagallo. Mall sport. Lincoln. Hebreo,75,2,2
"Las Condes, Dúplex. Cantagallo. Mall sport. Av las condes. Depto 2 d",1148332,200000,Las Condes,Dúplex. Cantagallo. Mall sport. Av las condes. Depto 2 d,75,2,2
"Las Condes, Alicante",1583907,200000,Las Condes,Alicante,113,2,2
"San Miguel, Alcalde Pedro Alarcón",356379,70000,San Miguel,Alcalde Pedro Alarcón,38,1,1
"Las Condes, Encomenderos nº 237 las condes",1979884,1000,Las Condes,Encomenderos nº 237 las condes,55,2,2
"Ñuñoa, Avenida Irarrázaval",871149,250000,Ñuñoa,Avenida Irarrázaval,80,2,2
"Las Condes, A pasos de futuro metro (Linea 7)  (125207)",2296665,350000,Las Condes,A pasos de futuro metro (Linea 7)  (125207),147,4,4
"Las Condes, Benito Juarez y Presidente Riesco",1979884,480000,Las Condes,Benito Juarez y Presidente Riesco,175,3,3
"Lo Barnechea, Colegios, huinganal, nido y mayflower, gran condominio con club house¡¡¡¡¡¡¡",2494653,530000,Lo Barnechea,"Colegios, huinganal, nido y mayflower, gran condominio con club house¡¡¡¡¡¡¡",255,4,4
"Santiago, Eleuterio Ramírez",395977,60000,Santiago,Eleuterio Ramírez,39,1,1
"Santiago, 1D 1B 27 m2 San Francisco 335",296983,49000,Santiago,1D 1B 27 m2 San Francisco 335,27,1,1
"Ñuñoa, Dpto poco uso Hamburgo 620 (125028)",752356,215000,Ñuñoa,Dpto poco uso Hamburgo 620 (125028),63,1,2
"Las Condes, Parque arauco",1979884,380000,Las Condes,Parque arauco,176,4,4
"Vitacura, hermoso duplex en vitacua (125064)",1504711,200000,Vitacura,hermoso duplex en vitacua (125064),97,2,2
"Las Condes, Metro Escuela Militar (125016)",989942,180000,Las Condes,Metro Escuela Militar (125016),77,2,2
"San Miguel, Carlos Silva Vildósola",475172,70000,San Miguel,Carlos Silva Vildósola,49,2,1
"Ñuñoa, Exequiel fernández, ñuñoa",500515,100000,Ñuñoa,"Exequiel fernández, ñuñoa",70,2,1
"Las Condes, Luz 2929",1385918,150000,Las Condes,Luz 2929,80,3,3
"Las Condes, Luz 2929",1385918,150000,Las Condes,Luz 2929,80,3,3
"Vitacura, Espoz con Vespucio",3004275,400000,Vitacura,Espoz con Vespucio,246,4,5
"Ñuñoa, Plaza Egaña",851746,130000,Ñuñoa,Plaza Egaña,65,2,2
"Lo Barnechea, Cercano a robles con av. La dehesa",2138274,320000,Lo Barnechea,Cercano a robles con av. La dehesa,193,4,3
"Providencia, California / Suecia",1267125,250000,Providencia,California / Suecia,124,2,3
"Ñuñoa, Arridendo departamento semi nuevo  2d/2b / e y b/metro ñuñoa",772155,200000,Ñuñoa,Arridendo departamento semi nuevo  2d/2b / e y b/metro ñuñoa,60,2,2
"Macul, Arriendo Depto 1 Dormitorio Macul (125083)",437554,120000,Macul,Arriendo Depto 1 Dormitorio Macul (125083),45,1,1
"Las Condes, Mar del Sur, Colegio La Girouette",1353844,290000,Las Condes,"Mar del Sur, Colegio La Girouette",140,4,3
"Providencia, Miguel Claro con Santa Isabel",950344,155000,Providencia,Miguel Claro con Santa Isabel,105,3,2
"Las Condes, Warren smith, apoquindo, metro manquehue",1940286,375000,Las Condes,"Warren smith, apoquindo, metro manquehue",128,4,3
"Santiago, Departamento 1 dormitorio remodelado, Metro Santa Lucía",356379,58000,Santiago,"Departamento 1 dormitorio remodelado, Metro Santa Lucía",44,1,1
"Providencia, Nueva de Lyon 105",791953,115000,Providencia,Nueva de Lyon 105,70,2,2
"Providencia, Universidad Finis Terrae",901639,150000,Providencia,Universidad Finis Terrae,86,3,2
"Ñuñoa, Amplio , 1 dormitorio Exequiel / irarrazaval (124707)",554367,80000,Ñuñoa,"Amplio , 1 dormitorio Exequiel / irarrazaval (124707)",47,1,1
"Vitacura, Vitacura, Nueva Costanera",1940286,450000,Vitacura,"Vitacura, Nueva Costanera",160,3,2
"Lo Barnechea, Lo Barnechea, Dehesa Central",1861090,350000,Lo Barnechea,"Lo Barnechea, Dehesa Central",140,4,3
"Las Condes, Arriendo depto las condes 4d+4b+2est+1bod 179m2 gmo. Alderet",2296665,350000,Las Condes,Arriendo depto las condes 4d+4b+2est+1bod 179m2 gmo. Alderet,176,4,4
"Las Condes, Manquehue norte esquina kennedy",1979884,200000,Las Condes,Manquehue norte esquina kennedy,95,2,2
"Santiago, San Francisco 265",435574,70000,Santiago,San Francisco 265,55,2,2
"Providencia, Amplio  y cómodo departamento, metro ines de suárez",1900688,100000,Providencia,"Amplio  y cómodo departamento, metro ines de suárez",128,3,3
"Providencia, Departamento amoblado 3d+3b+1e todos los gastos incluidos",1979884,1000,Providencia,Departamento amoblado 3d+3b+1e todos los gastos incluidos,128,3,3
"Las Condes, Elegante departamento full amoblado 1d+1b+1e+1bodega",1187930,120000,Las Condes,Elegante departamento full amoblado 1d+1b+1e+1bodega,57,1,1
"Las Condes, Departamento full amoblado incluidos gastos comunes y agua",1702700,200000,Las Condes,Departamento full amoblado incluidos gastos comunes y agua,72,2,2
"Las Condes, Mall alto las condes",1029539,160000,Las Condes,Mall alto las condes,71,2,2
"La Reina, Metro principe de gales",910746,300000,La Reina,Metro principe de gales,79,2,2
"La Reina, Metro principe de gales",712758,230000,La Reina,Metro principe de gales,59,1,1
"La Reina, Metro principe de gales",910746,300000,La Reina,Metro principe de gales,79,2,2
"La Reina, Metro principe de gales",712758,230000,La Reina,Metro principe de gales,59,1,1
"Las Condes, Presidente riesco, alonso de cordova, dpto. 4d 4b",1742297,320000,Las Condes,"Presidente riesco, alonso de cordova, dpto. 4d 4b",160,4,4
"Vitacura, Av. Las Condes 12170, Vitacura",910746,67000,Vitacura,"Av. Las Condes 12170, Vitacura",52,1,1
"Providencia, Santa Beatriz - Providencia",653362,145000,Providencia,Santa Beatriz - Providencia,47,2,2
"Lo Barnechea, Robles amoblado y con jardín",3167814,375000,Lo Barnechea,Robles amoblado y con jardín,210,4,3
"Las Condes, Camino Las Flores / San Ramón",1346321,220000,Las Condes,Camino Las Flores / San Ramón,120,4,3
"Vitacura, Juan xxiii",1583907,200000,Vitacura,Juan xxiii,120,3,3
"Las Condes, Recien renovado cómodo dpto 1 dorm + 1 est (44741)",670785,75000,Las Condes,Recien renovado cómodo dpto 1 dorm + 1 est (44741),45,1,1
"Las Condes, Preciosa Vista Oriente. 1D+1B+1E+1B (122318)",732557,110000,Las Condes,Preciosa Vista Oriente. 1D+1B+1E+1B (122318),35,1,1
"Vitacura, Remodelado, Semi amoblado (122848)",3049021,240000,Vitacura,"Remodelado, Semi amoblado (122848)",160,3,3
"Vitacura, Esplendido 3D 3B estar, servicios. 323 interiores más 15 de terraza",3365802,579996,Vitacura,"Esplendido 3D 3B estar, servicios. 323 interiores más 15 de terraza",338,4,3
"Vitacura, Paul Claudel",4236951,280000,Vitacura,Paul Claudel,136,4,3
"Peñalolén, Juan de Dios Vial Correa, Peñalolén",1306723,280000,Peñalolén,"Juan de Dios Vial Correa, Peñalolén",175,3,3
"Las Condes, Presidente Riesco 4001",4751720,1000,Las Condes,Presidente Riesco 4001,300,3,4
"Santiago, Lastarria / Alameda",435574,76000,Santiago,Lastarria / Alameda,32,1,1
"Vitacura, La Llaveria",1663102,350000,Vitacura,La Llaveria,130,3,3
"Huechuraba, Huechuraba (123538)",673160,110000,Huechuraba,Huechuraba (123538),60,2,2
"Las Condes, El Dante / Presidente Riesco",2969825,350000,Las Condes,El Dante / Presidente Riesco,165,3,3
"Vitacura, Pedro canisio 1110",1781895,370000,Vitacura,Pedro canisio 1110,140,3,3
"Las Condes, Alcántara 900",781658,210000,Las Condes,Alcántara 900,60,2,1
"Lo Barnechea, Cercano a av. La dehesa con el tranque",2158073,380000,Lo Barnechea,Cercano a av. La dehesa con el tranque,180,4,3
"La Reina, Principe de Gales 5800",1029539,280000,La Reina,Principe de Gales 5800,85,2,2
"Vitacura, Amplio Depto 2D3B / Serv. / 2Box - P. Arauco (123615)",1306723,300000,Vitacura,Amplio Depto 2D3B / Serv. / 2Box - P. Arauco (123615),95,2,3
"Las Condes, El golf",2019481,500000,Las Condes,El golf,210,5,5
"Ñuñoa, Metro Ñuñoa 2d 2b",871149,170000,Ñuñoa,Metro Ñuñoa 2d 2b,78,2,2
